mturk_id,ip,phrase,dimension,rating_value,time
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to kill someone is,potency,4.3,4.7260056
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to socialize with someone is,potency,1.9,4.1843667
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to carry someone is,potency,-2.2,3.3372412
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to backstab someone is,potency,0.5,3.2929773
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to strongarm someone is,potency,1.8,7.5657473
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to lick someone is,potency,0.4,2.5850506
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to assure someone is,potency,0.9,11.917181
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to stalk someone is,potency,1,36.074909
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to dump someone is,potency,1,.035995722
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to celebrate someone is,potency,4.3,7.1530156
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to perplex someone is,potency,-0.3,5.1206594
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to rebuff someone is,potency,1.2,2.4936435
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to cheat someone is,potency,4.3,2.7512636
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to neutralize someone is,potency,0,3.3250072
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to hustle someone is,potency,2.6,1.8626037
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to want someone is,potency,0,3.6841104
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to bolster someone is,potency,2.1,1.6975071
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to weaken someone is,potency,4.3,2.7709262
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to empower someone is,potency,4.3,3.8768957
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",to prod someone is,potency,1,2.6303546
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a peasant is,activity,-2.9,9.3419523
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a billionaire is,activity,4.3,2.5294585
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a vegetarian is,activity,-1.9,2.0766234
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a murderer is,activity,3.6,1.9623842
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a bishop is,activity,-4.3,1.9908297
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a volunteer is,activity,-4.3,1.9581335
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",an activist is,activity,4.3,2.0700135
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a cyclist is,activity,2.2,4.4274397
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a spouse is,activity,0,2.4045653
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a pornstar is,activity,4.3,3.7574804
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a nazi is,activity,4.3,3.2741814
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a dunce is,activity,0,2.4543679
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a chemist is,activity,-1.3,9.8334999
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a singer is,activity,4.3,2.1776078
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a minority is,activity,0,2.1192584
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a bailiff is,activity,-0.3,1.8986053
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a bookworm is,activity,-2.4,2.8859537
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a vagrant is,activity,2.4,2.5847566
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a midwife is,activity,0,8.1104088
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a princess is,activity,0,2.6749609
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a pervert is,activity,3.3,1.5769997
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a Jew is,activity,-1,3.604094
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a foodie is,activity,2.6,2.0475361
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a hick is,activity,3.5,1.9612298
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a transsexual is,activity,2,1.8369625
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a guitarist is,activity,0,2.2650771
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a redneck is,activity,2.2,1.7300112
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a friend is,activity,0,2.2846537
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a colonel is,activity,1.2,2.3089154
A2LT6KC1X51FVW,"162.226.190.29, 172.16.2.139, 172.16.17.70",a dad is,activity,1,2.0698347
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a cyclist is,evaluative,2,23.181051
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a kindergartener is,evaluative,2.1,5.5543509
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a monk is,evaluative,1,4.1483588
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a latina is,evaluative,2,3.6402254
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a voyeur is,evaluative,-2,50.055836
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a guru is,evaluative,-2,1.3916855
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",an acrobat is,evaluative,-2,1.4217327
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a warden is,evaluative,-4.3,1.3652179
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a blabbermouth is,evaluative,-4.3,.58905292
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a singer is,evaluative,-4.3,.088849545
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a dunce is,evaluative,-1,10.510273
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",an activist is,evaluative,2,4.104876
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a bellhop is,evaluative,2,3.1177545
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a vagrant is,evaluative,0,7.2018609
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a biologist is,evaluative,2,4.4717026
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a delinquent is,evaluative,-2,11.561598
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a psychiatrist is,evaluative,2,3.4268303
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a killer is,evaluative,-4.2,11.380569
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a cad is,evaluative,-2,4.127984
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",an offender is,evaluative,-4.2,5.1868043
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a scoundrel is,evaluative,-2,3.3907881
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a hick is,evaluative,0,9.6055899
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a newbie is,evaluative,1.1,4.7147918
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",an ophthalmologist is,evaluative,2,3.3357184
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a superhero is,evaluative,4.2,5.0149407
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a nanny is,evaluative,1.1,4.873755
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a princess is,evaluative,0,6.2658997
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",an intruder is,evaluative,-3,3.9155703
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a mathematician is,evaluative,2,3.654094
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",a goth is,evaluative,2,3.2466755
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to empower someone is,potency,4.2,9.4211607
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to exorcise someone is,potency,0,.43516374
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to oversee someone is,potency,0,13.789256
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to validate someone is,potency,2,3.6864169
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to squeeze someone is,potency,0,6.716536
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to recognize someone is,potency,2,6.7736449
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to convict someone is,potency,2,17.311642
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to backstab someone is,potency,1.1,9.2018442
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to spit on someone is,potency,-1,5.6442614
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to cherish someone is,potency,2.9,3.9874916
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to surpass someone is,potency,1,6.8023624
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to prod someone is,potency,0.6,15.909168
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to weaken someone is,potency,-3,7.4171958
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to investigate someone is,potency,2,4.4414439
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to hail someone is,potency,1,5.1069913
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to snitch on someone is,potency,1,12.492344
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to curse someone is,potency,1.1,15.791456
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to salute someone is,potency,2,3.849961
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to grovel to someone is,potency,-4.2,5.6901999
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to strike someone is,potency,-1,5.523066
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to abort someone is,potency,-2,5.8992434
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to nurture someone is,potency,2,4.2355814
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to pinch someone is,potency,-1.1,3.7406628
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to summon someone is,potency,1,4.6674471
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to carry someone is,potency,2,3.2695167
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to urge someone is,potency,2,3.8376348
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to impress someone is,potency,1.1,3.3220305
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to ravish someone is,potency,-4.2,6.6724601
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to confine someone is,potency,-3,4.1442351
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",to maim someone is,potency,-4.3,3.3249793
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being cranky is,potency,-1.1,11.616413
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being arrogant is,potency,-2,3.9204659
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being despicable is,potency,-3,5.2546902
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",feeling miserable is,potency,-2,11.765898
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being fearless is,potency,2.1,4.5006146
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",feeling worried is,potency,-1.1,4.1060896
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being gorgeous is,potency,0.9,11.435661
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being understanding is,potency,2.9,6.208961
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being sporty is,potency,1,3.990782
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being upbeat is,potency,2,3.4855902
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being bland is,potency,-1,7.2618022
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being needy is,potency,-2,6.7502985
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being stubborn is,potency,-1,6.8598371
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being patriotic is,potency,1,4.1812334
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being warm is,potency,2,3.5253797
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being obese is,potency,0,8.8817387
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being abnormal is,potency,0,7.0417762
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being bizarre is,potency,0,6.9351778
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being sinister is,potency,-2,4.7813416
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being nutty is,potency,-2,5.3263006
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being prosperous is,potency,2,5.0227308
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being brilliant is,potency,3,4.2191114
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being inspiring is,potency,2.9,3.7213087
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being sober is,potency,2,3.5414248
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being plump is,potency,0,5.2939076
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being stuffy is,potency,0,7.4460721
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being funny is,potency,1,3.6358092
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being open is,potency,2,3.6128652
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being troublesome is,potency,-1.1,4.9031658
ABX5OQLR6UNBC,"68.118.62.224, 172.16.5.75, 172.16.39.181",being sweaty is,potency,0,7.3610191
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to backstab someone is,potency,2,6.9461184
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to exorcise someone is,potency,4.3,7.5973215
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to promise something to someone is,potency,3,7.6779456
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to corner someone is,potency,1.9,8.7403955
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to stalk someone is,potency,2,2.8968081
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to empower someone is,potency,4.2,2.8238773
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to snitch on someone is,potency,-1.1,3.7421432
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to bearhug someone is,potency,1.9,2.8733821
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to urge someone is,potency,0.9,3.2524407
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to scream at someone is,potency,2.8,4.0928845
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to outperform someone is,potency,2.9,3.4594407
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to prohibit someone is,potency,4.3,11.803611
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to blackmail someone is,potency,4.3,3.5923703
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to confine someone is,potency,4.2,3.4447145
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to satisfy someone is,potency,2,2.8441534
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to cheat someone is,potency,2.2,3.8702672
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to strike someone is,potency,4.1,2.7639651
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to prod someone is,potency,1,3.2654846
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to follow someone is,potency,-3.1,7.4404182
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to ruin someone is,potency,4.1,3.1879902
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to betray someone is,potency,3,4.2601852
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to stun someone is,potency,2.1,3.1611271
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to baffle someone is,potency,1.2,3.003587
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to jostle someone is,potency,1,3.6287384
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to squeeze someone is,potency,0.9,2.1060317
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to victimize someone is,potency,4.3,9.7115917
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to sabotage someone is,potency,3,2.9479442
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to pardon someone is,potency,3,3.3185897
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to perplex someone is,potency,-0.9,7.4134054
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to wrong someone is,potency,2,3.0052595
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to goad someone is,evaluative,-1.9,35.656315
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to grovel to someone is,evaluative,-3,4.6245894
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to promise something to someone is,evaluative,3.1,4.2769079
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to sacrifice someone is,evaluative,-3.9,5.5617037
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to sicken someone is,evaluative,-2,3.0569513
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to overtake someone is,evaluative,-3,2.7317691
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to salute someone is,evaluative,2.2,3.8209429
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to victimize someone is,evaluative,-4.3,2.8050265
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to pinch someone is,evaluative,-1.7,2.8021812
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to tutor someone is,evaluative,2.2,2.932893
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to impregnate someone is,evaluative,0,7.8921275
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to gaslight someone is,evaluative,-1.9,5.5265388
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to snitch on someone is,evaluative,-1.9,13.828074
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to sketch someone is,evaluative,1,3.8749418
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to celebrate someone is,evaluative,2.9,2.9148529
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to enlighten someone is,evaluative,2,2.1411552
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to prohibit someone is,evaluative,-1.9,2.8058844
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to validate someone is,evaluative,3.1,2.9666891
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to assure someone is,evaluative,2,2.6372862
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to hunt someone is,evaluative,-4.3,2.8479292
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to terrify someone is,evaluative,-3.1,3.2320154
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to revere someone is,evaluative,2,2.4430442
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to perplex someone is,evaluative,-1,3.6206191
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to maim someone is,evaluative,-4.3,3.7134798
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to backstab someone is,evaluative,-2.9,2.1470747
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to rebuke someone is,evaluative,-1.6,2.6376426
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to mesmerize someone is,evaluative,2.1,2.6204686
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to nourish someone is,evaluative,2.3,2.4567678
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to nurture someone is,evaluative,4.2,3.1329181
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to bite someone is,evaluative,-1.9,2.607856
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to undercut someone is,potency,-1.8,2.3142688
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to investigate someone is,potency,0.1,4.4377871
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to nurture someone is,potency,2,4.6726251
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to greet someone is,potency,0.3,11.346403
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to wrong someone is,potency,1,4.7259302
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to bite someone is,potency,1.8,3.1641974
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to strike someone is,potency,3.2,3.4655426
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to assure someone is,potency,1.1,3.7399931
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to violate someone is,potency,2.9,4.5270276
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to promote someone is,potency,1.9,3.1205568
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to repay someone is,potency,2.1,2.6553278
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to recruit someone is,potency,1.1,2.4495943
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to fetch someone is,potency,-0.4,3.8115058
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to prod someone is,potency,1,2.8843882
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to exorcise someone is,potency,4.2,4.9054508
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to salute someone is,potency,-1.1,4.105175
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to help someone is,potency,1,3.1213732
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to carry someone is,potency,0.6,4.7752228
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to surpass someone is,potency,1.8,3.9817696
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to satisfy someone is,potency,0.8,4.9744482
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to nourish someone is,potency,2.1,5.9650173
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to remind someone is,potency,-0.1,7.4546847
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to befuddle someone is,potency,-0.9,4.1614747
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to sacrifice someone is,potency,4.2,3.629607
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to brutalize someone is,potency,3.7,3.6243591
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to validate someone is,potency,1.9,2.550384
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to shove someone is,potency,1.3,3.0473402
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to empathize with someone is,potency,1.9,2.277559
A3OLRWACCCCUTU,"174.194.7.136, 172.16.5.75, 172.16.29.170",to curse someone is,potency,-0.8,4.3338618
